rating,reviewText
3.0,Good quality but too boxy. Is not slim fit at all.
3.0,"Uncomfortable, seem to be some cotton/polyester blend."
5.0,Great product.
4.0,"Very nice quality.  Purchased the product because my husband had always had a good fit with Calvin Klein.  They washed beautifully.  It is a trite complaint but it did seem odd that all 3 shirts had the imprinted name and information (instead of the bothersome tag) and the printing was off center and slanted downhill??? The only problem with that would be if it showed through his dress shirts, but I doubt that will happen.  Really impressed with the softness and the extra length."
5.0,"These v-neck shirts are must haves in every man's closet. They always come in handy as casual wear over jeans or as undergarment for more formal attires. the quality is good and soft and comfortable. They are a perfect fit too for normal-sized men. I am a medium, I got medium and it fit well."
1.0,"Update: Zero Stars !!
First order: I purchased three three-packs of these tee shirts. One pack contains three shirts that had clearly been used at least once and laundered. Pits and other stains and smell of laundry detergent. Gross and outrageous.
Replacement order: ""3-pack"" of shirts arrived with only 2 shirts inside. Now I have to send back a second package. Furious."
5.0,"Just tried one on, seems to fit quite well.  Fabric feels nice.  Hope it stays that way after washing."
4.0,good for me
5.0,My favorite black v necks out there.
5.0,Great undershirt! Highly recommended. Nice and comfortable.
5.0,Love them! First V-neck that I ever got and don't regret. The best part are the colour and the material: the colour is deep black and the material is good cotton. Going to buy another set right now.
5.0,"Had purchased another brand, same size large, but were cut shorter, just enough to be annoying. CK size large is perfect. 5'9"", 188lbs."
5.0,"Nice, well-constructed garment using very good materials.  I have worn this model for years ang go back to them as now trusted.  They do tend to thin out after several years light use, washing every week."
4.0,"Nice white tees, good quality cotton lasts long"
5.0,Perfect! They are nice and long so no worries about that.
5.0,"Great T shirt, I love it."
5.0,"Bought these for my husband, he loves CK t-shirts. Soft and not too thick, hold up nicely to washing."
4.0,Good quality and comfortable
4.0,Nice shape
5.0,"Enjoy the fit, weight of fabric and quality"
5.0,"Smooth, soft t-shirts, long so they stay tucked in."
4.0,"shrink after wash, always take that into consideration!"
5.0,Nice
5.0,I love the feel of these tees. They fit just as I was expecting them to. hopefully they will last a while because i like wearing these as more of a casual look like an everyday tee.
3.0,"These fit ok out of the box but after a few washings mine shrunk considerably.  They come untucked all the time now and they've simultaneously seem to have gotten wider and more billowy.  I've come to find that Calvin Klein in general does not fit me well.

The material is nice though and if they fit you well even after washing they seem like they should last a good while."
5.0,"I've been wearing these shirts for years. They are the perfect around-the-house, comfortable shirt, and they're more stylish IMO than a typical white t-shirt. The cotton is soft and feels great. They have double stitching and have stood up to lots of machine washing. I love that there's no paper/plastic tag: the printed one inside the shirt is genius. My shirts have ""Made in Haiti"" on them FWIW."
5.0,"Great Shirt Fits perfect, fast and reliable seller/shipper."
5.0,"Comfortable, looks good, hard to find anything to complain about."
3.0,"Loose, hopefully shrink a bit in the wash"
5.0,nice t-shirt.
5.0,LOVE these.  Cannot go back to any other brand after having these against my skin.  Great purchase!
4.0,"very comfortable.  good for lounge wear, sleep wear, or to the gym"
5.0,fits very well
2.0,"too large,"
