rating,reviewText
4.0,"My husband goes through quite a lot of these tshirts. I noticed the last time I ordered, they came out of the dryer (with an all white load of clothes) with a  pinkish tint. He used them anyway and I continued to wash them. Eventually that tint went away. I ordered 3 packs this time. 2 were made in Bangladesh and one in Haiti. Sure enough, after I threw them in the dryer to fluff up, all 3 of the Haiti-made shirts had the pink tint, while the Bangladesh ones were still white. Who knows...."
3.0,"They are a bit looser than I had expected, but bose I washed them once, they fit better."
5.0,"Great fit, works great under dress shirt due to the thin nature of the shirt. The V-neck isn't to deep, washed up very well, no shrinkage, or wrinkles."
3.0,"The quality in general is good, the fit okay, but they are too large"
5.0,Good quality and fit as expected. Very nice shirts for the price.
3.0,"size is ok, and very comfortable."
1.0,T-shirts are not the size expected for a size L. They are too big!
5.0,"These shirts are great V-Neck's that fit perfectly, are comfortable, and look great!

They can be used as a black under-shirt, if ever needed, but I love to wear these as every day shirts.  The nice cotton design is comfortable and washes great. After many washes I still find the shirt to be comfortable and fit the same way as always (the first wash/dry might make it - like all shirts - shrink a little).

These are some of my favorite shirts to wear, and I wear them all the time.

They fit as you would expect, I purchased medium (as I purchase medium shirts always) and it fit as it should.  At first it was a little too big, but after the first wash/dry it shaped properly and fits perfectly now.

The material is thick, and it doesn't' feel cheap at all, while it is nice and soft and great for sleeping in too (your significant other will love the softness of the material!).

When I purchased them, they were on sale and a great value - but even at regular price these shirts are definitely a great buy and can be worn as an every day shirt, as a black under shirt, or as a nice comfortable at home/night shirt.  I have recommend these (and the white versions, as undershirts) to my friends and purchase new ones every so often when I lose them, or people take them!

Lastly, they are made to last! I have had some of these for more than a year (coming up on almost two years, actually) and they still look great and fit perfectly -- after about a year I usually retire them to night shirts and get new fresh ones (as I tend to stain them here and there and wear them so much that I like to purchase fresh ones to wear out -- don't don't let that make you think they don't last, I could absolutely still wear them out if I wanted to!).

Calvin Klein is a great brand, and makes great V-Necks (in all colors!)."
5.0,The fabric is not good
5.0,These shirts fit perfectly and are a great buy.
1.0,To large for me
2.0,"Oversized and Overpriced.

Worst packing for shipment ever."
4.0,"Great fabric and weight. If I reorder I'll get a size smaller. I'm 6'5"" and 235 and I felt like these were a little too baggy. Ilk see how they do after I wash them."
